path,speaker,split
./data\training_data\fyl_frame140.npy,fyl,training_data
./data\training_data\fyl_frame141.npy,fyl,training_data
./data\training_data\fyl_frame142.npy,fyl,training_data
./data\training_data\fyl_frame143.npy,fyl,training_data
./data\training_data\fyl_frame144.npy,fyl,training_data
./data\training_data\fyl_frame145.npy,fyl,training_data
./data\training_data\fyl_frame146.npy,fyl,training_data
./data\training_data\fyl_frame147.npy,fyl,training_data
./data\training_data\fyl_frame148.npy,fyl,training_data
./data\training_data\fyl_frame149.npy,fyl,training_data
./data\training_data\fyl_frame150.npy,fyl,training_data
./data\training_data\fyl_frame151.npy,fyl,training_data
./data\training_data\fyl_frame152.npy,fyl,training_data
./data\training_data\fyl_frame153.npy,fyl,training_data
./data\training_data\fyl_frame154.npy,fyl,training_data
./data\training_data\fyl_frame155.npy,fyl,training_data
./data\training_data\fyl_frame156.npy,fyl,training_data
./data\training_data\fyl_frame157.npy,fyl,training_data
./data\training_data\fyl_frame158.npy,fyl,training_data
./data\training_data\fyl_frame159.npy,fyl,training_data
./data\training_data\fyl_frame160.npy,fyl,training_data
./data\training_data\fyl_frame161.npy,fyl,training_data
./data\training_data\fyl_frame162.npy,fyl,training_data
./data\training_data\fyl_frame163.npy,fyl,training_data
./data\training_data\fyl_frame164.npy,fyl,training_data
./data\training_data\fyl_frame165.npy,fyl,training_data
./data\training_data\fyl_frame166.npy,fyl,training_data
./data\training_data\fyl_frame167.npy,fyl,training_data
./data\training_data\fyl_frame168.npy,fyl,training_data
./data\training_data\fyl_frame169.npy,fyl,training_data
./data\training_data\fyl_frame170.npy,fyl,training_data
./data\training_data\fyl_frame171.npy,fyl,training_data
./data\training_data\fyl_frame172.npy,fyl,training_data
./data\training_data\fyl_frame173.npy,fyl,training_data
./data\training_data\fyl_frame174.npy,fyl,training_data
./data\training_data\fyl_frame175.npy,fyl,training_data
./data\training_data\fyl_frame176.npy,fyl,training_data
./data\training_data\fyl_frame177.npy,fyl,training_data
./data\training_data\fyl_frame178.npy,fyl,training_data
./data\training_data\fyl_frame179.npy,fyl,training_data
./data\training_data\fyl_frame180.npy,fyl,training_data
./data\training_data\fyl_frame181.npy,fyl,training_data
./data\training_data\fyl_frame182.npy,fyl,training_data
./data\training_data\fyl_frame183.npy,fyl,training_data
./data\training_data\fyl_frame184.npy,fyl,training_data
./data\training_data\fyl_frame185.npy,fyl,training_data
./data\training_data\fyl_frame186.npy,fyl,training_data
./data\training_data\fyl_frame187.npy,fyl,training_data
./data\training_data\fyl_frame188.npy,fyl,training_data
./data\training_data\fyl_frame189.npy,fyl,training_data
./data\training_data\fyl_frame190.npy,fyl,training_data
./data\training_data\fyl_frame191.npy,fyl,training_data
./data\training_data\fyl_frame192.npy,fyl,training_data
./data\training_data\fyl_frame193.npy,fyl,training_data
./data\training_data\fyl_frame194.npy,fyl,training_data
./data\training_data\fyl_frame195.npy,fyl,training_data
./data\training_data\fyl_frame196.npy,fyl,training_data
./data\training_data\fyl_frame197.npy,fyl,training_data
./data\training_data\fyl_frame198.npy,fyl,training_data
./data\training_data\fyl_frame199.npy,fyl,training_data
./data\training_data\fyl_frame200.npy,fyl,training_data
./data\training_data\fyl_frame201.npy,fyl,training_data
./data\training_data\fyl_frame202.npy,fyl,training_data
./data\training_data\fyl_frame203.npy,fyl,training_data
./data\training_data\fyl_frame204.npy,fyl,training_data
./data\training_data\fyl_frame205.npy,fyl,training_data
./data\training_data\fyl_frame206.npy,fyl,training_data
./data\training_data\fyl_frame207.npy,fyl,training_data
./data\training_data\fyl_frame208.npy,fyl,training_data
./data\training_data\fyl_frame209.npy,fyl,training_data
./data\training_data\fyl_frame210.npy,fyl,training_data
./data\training_data\fyl_frame211.npy,fyl,training_data
./data\training_data\fyl_frame212.npy,fyl,training_data
./data\training_data\fyl_frame213.npy,fyl,training_data
./data\training_data\fyl_frame214.npy,fyl,training_data
./data\training_data\fyl_frame215.npy,fyl,training_data
./data\training_data\fyl_frame216.npy,fyl,training_data
./data\training_data\fyl_frame217.npy,fyl,training_data
./data\training_data\fyl_frame218.npy,fyl,training_data
./data\training_data\fyl_frame219.npy,fyl,training_data
./data\training_data\fyl_frame220.npy,fyl,training_data
./data\training_data\fyl_frame221.npy,fyl,training_data
./data\training_data\fyl_frame222.npy,fyl,training_data
./data\training_data\fyl_frame223.npy,fyl,training_data
./data\training_data\fyl_frame224.npy,fyl,training_data
./data\training_data\fyl_frame225.npy,fyl,training_data
./data\training_data\fyl_frame226.npy,fyl,training_data
./data\training_data\fyl_frame227.npy,fyl,training_data
./data\training_data\fyl_frame228.npy,fyl,training_data
./data\training_data\fyl_frame229.npy,fyl,training_data
./data\training_data\fyl_frame230.npy,fyl,training_data
./data\training_data\fyl_frame231.npy,fyl,training_data
./data\training_data\fyl_frame232.npy,fyl,training_data
./data\training_data\fyl_frame233.npy,fyl,training_data
./data\training_data\fyl_frame234.npy,fyl,training_data
./data\training_data\fyl_frame235.npy,fyl,training_data
./data\training_data\fyl_frame236.npy,fyl,training_data
./data\training_data\fyl_frame237.npy,fyl,training_data
./data\training_data\fyl_frame238.npy,fyl,training_data
./data\training_data\fyl_frame239.npy,fyl,training_data
./data\training_data\fyl_frame240.npy,fyl,training_data
./data\training_data\fyl_frame241.npy,fyl,training_data
./data\training_data\fyl_frame242.npy,fyl,training_data
./data\training_data\fyl_frame243.npy,fyl,training_data
./data\training_data\fyl_frame244.npy,fyl,training_data
./data\training_data\fyl_frame245.npy,fyl,training_data
./data\training_data\fyl_frame246.npy,fyl,training_data
./data\training_data\fyl_frame247.npy,fyl,training_data
./data\training_data\fyl_frame248.npy,fyl,training_data
./data\training_data\fyl_frame249.npy,fyl,training_data
./data\training_data\fyl_frame250.npy,fyl,training_data
./data\training_data\fyl_frame251.npy,fyl,training_data
./data\training_data\fyl_frame252.npy,fyl,training_data
./data\training_data\fyl_frame253.npy,fyl,training_data
./data\training_data\fyl_frame254.npy,fyl,training_data
./data\training_data\fyl_frame255.npy,fyl,training_data
./data\training_data\fyl_frame256.npy,fyl,training_data
./data\training_data\fyl_frame257.npy,fyl,training_data
./data\training_data\fyl_frame258.npy,fyl,training_data
./data\training_data\fyl_frame259.npy,fyl,training_data
./data\training_data\fyl_frame260.npy,fyl,training_data
./data\training_data\fyl_frame261.npy,fyl,training_data
./data\training_data\fyl_frame262.npy,fyl,training_data
./data\training_data\fyl_frame263.npy,fyl,training_data
./data\training_data\fyl_frame264.npy,fyl,training_data
./data\training_data\fyl_frame265.npy,fyl,training_data
./data\training_data\fyl_frame266.npy,fyl,training_data
./data\training_data\fyl_frame267.npy,fyl,training_data
./data\training_data\fyl_frame268.npy,fyl,training_data
./data\training_data\fyl_frame269.npy,fyl,training_data
./data\training_data\fyl_frame270.npy,fyl,training_data
./data\training_data\fyl_frame271.npy,fyl,training_data
./data\training_data\fyl_frame272.npy,fyl,training_data
./data\training_data\fyl_frame273.npy,fyl,training_data
./data\training_data\fyl_frame274.npy,fyl,training_data
./data\training_data\fyl_frame275.npy,fyl,training_data
./data\training_data\fyl_frame276.npy,fyl,training_data
./data\training_data\fyl_frame277.npy,fyl,training_data
./data\training_data\fyl_frame278.npy,fyl,training_data
./data\training_data\fyl_frame279.npy,fyl,training_data
./data\training_data\fyl_frame280.npy,fyl,training_data
./data\training_data\fyl_frame281.npy,fyl,training_data
./data\training_data\fyl_frame282.npy,fyl,training_data
./data\training_data\fyl_frame283.npy,fyl,training_data
./data\training_data\fyl_frame284.npy,fyl,training_data
./data\training_data\fyl_frame285.npy,fyl,training_data
./data\training_data\fyl_frame286.npy,fyl,training_data
./data\training_data\fyl_frame287.npy,fyl,training_data
./data\training_data\fyl_frame288.npy,fyl,training_data
./data\training_data\fyl_frame289.npy,fyl,training_data
./data\training_data\fyl_frame290.npy,fyl,training_data
./data\training_data\fyl_frame291.npy,fyl,training_data
./data\training_data\fyl_frame292.npy,fyl,training_data
./data\training_data\fyl_frame293.npy,fyl,training_data
./data\training_data\fyl_frame294.npy,fyl,training_data
./data\training_data\fyl_frame295.npy,fyl,training_data
./data\training_data\fyl_frame296.npy,fyl,training_data
./data\training_data\fyl_frame297.npy,fyl,training_data
./data\training_data\fyl_frame298.npy,fyl,training_data
./data\training_data\fyl_frame299.npy,fyl,training_data
./data\training_data\fyl_frame300.npy,fyl,training_data
./data\training_data\fyl_frame301.npy,fyl,training_data
./data\training_data\fyl_frame302.npy,fyl,training_data
./data\training_data\fyl_frame303.npy,fyl,training_data
./data\training_data\fyl_frame304.npy,fyl,training_data
./data\training_data\fyl_frame305.npy,fyl,training_data
./data\training_data\fyl_frame306.npy,fyl,training_data
./data\training_data\fyl_frame307.npy,fyl,training_data
./data\training_data\fyl_frame308.npy,fyl,training_data
./data\training_data\fyl_frame309.npy,fyl,training_data
./data\training_data\fyl_frame310.npy,fyl,training_data
./data\training_data\fyl_frame311.npy,fyl,training_data
./data\training_data\fyl_frame312.npy,fyl,training_data
./data\training_data\fyl_frame313.npy,fyl,training_data
./data\training_data\fyl_frame314.npy,fyl,training_data
./data\training_data\fyl_frame315.npy,fyl,training_data
./data\training_data\fyl_frame316.npy,fyl,training_data
./data\training_data\fyl_frame317.npy,fyl,training_data
./data\training_data\fyl_frame318.npy,fyl,training_data
./data\training_data\fyl_frame319.npy,fyl,training_data
./data\training_data\fyl_frame320.npy,fyl,training_data
./data\training_data\fyl_frame321.npy,fyl,training_data
./data\training_data\fyl_frame322.npy,fyl,training_data
./data\training_data\fyl_frame323.npy,fyl,training_data
./data\training_data\fyl_frame324.npy,fyl,training_data
./data\training_data\fyl_frame325.npy,fyl,training_data
./data\training_data\fyl_frame326.npy,fyl,training_data
./data\training_data\fyl_frame327.npy,fyl,training_data
./data\training_data\fyl_frame328.npy,fyl,training_data
./data\training_data\fyl_frame329.npy,fyl,training_data
./data\training_data\fyl_frame330.npy,fyl,training_data
./data\training_data\fyl_frame331.npy,fyl,training_data
./data\training_data\fyl_frame332.npy,fyl,training_data
./data\training_data\fyl_frame333.npy,fyl,training_data
./data\training_data\fyl_frame334.npy,fyl,training_data
./data\training_data\fyl_frame335.npy,fyl,training_data
./data\training_data\fyl_frame336.npy,fyl,training_data
./data\training_data\fyl_frame337.npy,fyl,training_data
./data\training_data\fyl_frame338.npy,fyl,training_data
./data\training_data\fyl_frame339.npy,fyl,training_data
./data\training_data\fyl_frame340.npy,fyl,training_data
./data\training_data\fyl_frame341.npy,fyl,training_data
./data\training_data\fyl_frame342.npy,fyl,training_data
./data\training_data\fyl_frame343.npy,fyl,training_data
./data\training_data\fyl_frame344.npy,fyl,training_data
./data\training_data\fyl_frame345.npy,fyl,training_data
./data\training_data\fyl_frame346.npy,fyl,training_data
./data\training_data\fyl_frame347.npy,fyl,training_data
./data\training_data\fyl_frame348.npy,fyl,training_data
./data\training_data\fyl_frame349.npy,fyl,training_data
./data\training_data\fyl_frame350.npy,fyl,training_data
./data\training_data\fyl_frame351.npy,fyl,training_data
./data\training_data\fyl_frame352.npy,fyl,training_data
./data\training_data\fyl_frame353.npy,fyl,training_data
./data\training_data\fyl_frame354.npy,fyl,training_data
./data\training_data\fyl_frame355.npy,fyl,training_data
./data\training_data\fyl_frame356.npy,fyl,training_data
./data\training_data\fyl_frame357.npy,fyl,training_data
./data\training_data\fyl_frame358.npy,fyl,training_data
./data\training_data\fyl_frame359.npy,fyl,training_data
./data\training_data\fyl_frame360.npy,fyl,training_data
./data\training_data\fyl_frame361.npy,fyl,training_data
./data\training_data\fyl_frame362.npy,fyl,training_data
./data\training_data\fyl_frame363.npy,fyl,training_data
./data\training_data\fyl_frame364.npy,fyl,training_data
./data\training_data\fyl_frame365.npy,fyl,training_data
./data\training_data\fyl_frame366.npy,fyl,training_data
./data\training_data\fyl_frame367.npy,fyl,training_data
./data\training_data\fyl_frame368.npy,fyl,training_data
./data\training_data\fyl_frame369.npy,fyl,training_data
./data\training_data\fyl_frame370.npy,fyl,training_data
./data\training_data\fyl_frame371.npy,fyl,training_data
./data\training_data\fyl_frame372.npy,fyl,training_data
./data\training_data\fyl_frame373.npy,fyl,training_data
./data\training_data\fyl_frame374.npy,fyl,training_data
./data\training_data\fyl_frame375.npy,fyl,training_data
./data\training_data\fyl_frame376.npy,fyl,training_data
./data\training_data\fyl_frame377.npy,fyl,training_data
./data\training_data\fyl_frame378.npy,fyl,training_data
./data\training_data\fyl_frame379.npy,fyl,training_data
./data\training_data\fyl_frame380.npy,fyl,training_data
./data\training_data\fyl_frame381.npy,fyl,training_data
./data\training_data\fyl_frame382.npy,fyl,training_data
./data\training_data\fyl_frame383.npy,fyl,training_data
./data\training_data\fyl_frame384.npy,fyl,training_data
./data\training_data\fyl_frame385.npy,fyl,training_data
./data\training_data\fyl_frame386.npy,fyl,training_data
./data\training_data\fyl_frame387.npy,fyl,training_data
./data\training_data\fyl_frame388.npy,fyl,training_data
./data\training_data\fyl_frame389.npy,fyl,training_data
./data\training_data\fyl_frame390.npy,fyl,training_data
./data\training_data\fyl_frame391.npy,fyl,training_data
./data\training_data\fyl_frame392.npy,fyl,training_data
./data\training_data\fyl_frame393.npy,fyl,training_data
./data\training_data\fyl_frame394.npy,fyl,training_data
./data\training_data\fyl_frame395.npy,fyl,training_data
./data\training_data\fyl_frame396.npy,fyl,training_data
./data\training_data\fyl_frame397.npy,fyl,training_data
./data\training_data\fyl_frame398.npy,fyl,training_data
./data\training_data\fyl_frame399.npy,fyl,training_data
./data\training_data\fyl_frame400.npy,fyl,training_data
./data\training_data\fyl_frame401.npy,fyl,training_data
./data\training_data\fyl_frame402.npy,fyl,training_data
./data\training_data\fyl_frame403.npy,fyl,training_data
./data\training_data\fyl_frame404.npy,fyl,training_data
./data\training_data\fyl_frame405.npy,fyl,training_data
./data\training_data\fyl_frame406.npy,fyl,training_data
./data\training_data\fyl_frame407.npy,fyl,training_data
./data\training_data\fyl_frame408.npy,fyl,training_data
./data\training_data\fyl_frame409.npy,fyl,training_data
./data\training_data\fyl_frame410.npy,fyl,training_data
./data\training_data\fyl_frame411.npy,fyl,training_data
./data\training_data\fyl_frame412.npy,fyl,training_data
./data\training_data\fyl_frame413.npy,fyl,training_data
./data\training_data\fyl_frame414.npy,fyl,training_data
./data\training_data\fyl_frame415.npy,fyl,training_data
./data\training_data\fyl_frame416.npy,fyl,training_data
./data\training_data\fyl_frame0.npy,fyl,training_data
./data\training_data\fyl_frame1.npy,fyl,training_data
./data\training_data\fyl_frame2.npy,fyl,training_data
./data\training_data\fyl_frame3.npy,fyl,training_data
./data\training_data\fyl_frame4.npy,fyl,training_data
./data\training_data\fyl_frame5.npy,fyl,training_data
./data\training_data\fyl_frame6.npy,fyl,training_data
./data\training_data\fyl_frame7.npy,fyl,training_data
./data\training_data\fyl_frame8.npy,fyl,training_data
./data\training_data\fyl_frame9.npy,fyl,training_data
./data\training_data\fyl_frame10.npy,fyl,training_data
./data\training_data\fyl_frame11.npy,fyl,training_data
./data\training_data\fyl_frame12.npy,fyl,training_data
./data\training_data\fyl_frame13.npy,fyl,training_data
./data\training_data\fyl_frame14.npy,fyl,training_data
./data\training_data\fyl_frame15.npy,fyl,training_data
./data\training_data\fyl_frame16.npy,fyl,training_data
./data\training_data\fyl_frame17.npy,fyl,training_data
./data\training_data\fyl_frame18.npy,fyl,training_data
./data\training_data\fyl_frame19.npy,fyl,training_data
./data\training_data\fyl_frame20.npy,fyl,training_data
./data\training_data\fyl_frame21.npy,fyl,training_data
./data\training_data\fyl_frame22.npy,fyl,training_data
./data\training_data\fyl_frame23.npy,fyl,training_data
./data\training_data\fyl_frame24.npy,fyl,training_data
./data\training_data\fyl_frame25.npy,fyl,training_data
./data\training_data\fyl_frame26.npy,fyl,training_data
./data\training_data\fyl_frame27.npy,fyl,training_data
./data\training_data\fyl_frame28.npy,fyl,training_data
./data\training_data\fyl_frame29.npy,fyl,training_data
./data\training_data\fyl_frame30.npy,fyl,training_data
./data\training_data\fyl_frame31.npy,fyl,training_data
./data\training_data\fyl_frame32.npy,fyl,training_data
./data\training_data\fyl_frame33.npy,fyl,training_data
./data\training_data\fyl_frame34.npy,fyl,training_data
./data\training_data\fyl_frame35.npy,fyl,training_data
./data\training_data\fyl_frame36.npy,fyl,training_data
./data\training_data\fyl_frame37.npy,fyl,training_data
./data\training_data\fyl_frame38.npy,fyl,training_data
./data\training_data\fyl_frame39.npy,fyl,training_data
./data\training_data\fyl_frame40.npy,fyl,training_data
./data\training_data\fyl_frame41.npy,fyl,training_data
./data\training_data\fyl_frame42.npy,fyl,training_data
./data\training_data\fyl_frame43.npy,fyl,training_data
./data\training_data\fyl_frame44.npy,fyl,training_data
./data\training_data\fyl_frame45.npy,fyl,training_data
./data\training_data\fyl_frame46.npy,fyl,training_data
./data\training_data\fyl_frame47.npy,fyl,training_data
./data\training_data\fyl_frame48.npy,fyl,training_data
./data\training_data\fyl_frame49.npy,fyl,training_data
./data\training_data\fyl_frame50.npy,fyl,training_data
./data\training_data\fyl_frame51.npy,fyl,training_data
./data\training_data\fyl_frame52.npy,fyl,training_data
./data\training_data\fyl_frame53.npy,fyl,training_data
./data\training_data\fyl_frame54.npy,fyl,training_data
./data\training_data\fyl_frame55.npy,fyl,training_data
./data\training_data\fyl_frame56.npy,fyl,training_data
./data\training_data\fyl_frame57.npy,fyl,training_data
./data\training_data\fyl_frame58.npy,fyl,training_data
./data\training_data\fyl_frame59.npy,fyl,training_data
./data\training_data\fyl_frame60.npy,fyl,training_data
./data\training_data\fyl_frame61.npy,fyl,training_data
./data\training_data\fyl_frame62.npy,fyl,training_data
./data\training_data\fyl_frame63.npy,fyl,training_data
./data\training_data\fyl_frame64.npy,fyl,training_data
./data\training_data\fyl_frame65.npy,fyl,training_data
./data\training_data\fyl_frame66.npy,fyl,training_data
./data\training_data\fyl_frame67.npy,fyl,training_data
./data\training_data\fyl_frame68.npy,fyl,training_data
./data\training_data\fyl_frame69.npy,fyl,training_data
./data\training_data\fyl_frame70.npy,fyl,training_data
./data\training_data\fyl_frame71.npy,fyl,training_data
./data\training_data\fyl_frame72.npy,fyl,training_data
./data\training_data\fyl_frame73.npy,fyl,training_data
./data\training_data\fyl_frame74.npy,fyl,training_data
./data\training_data\fyl_frame75.npy,fyl,training_data
./data\training_data\fyl_frame76.npy,fyl,training_data
./data\training_data\fyl_frame77.npy,fyl,training_data
./data\training_data\fyl_frame78.npy,fyl,training_data
./data\training_data\fyl_frame79.npy,fyl,training_data
./data\training_data\fyl_frame80.npy,fyl,training_data
./data\training_data\fyl_frame81.npy,fyl,training_data
./data\training_data\fyl_frame82.npy,fyl,training_data
./data\training_data\fyl_frame83.npy,fyl,training_data
./data\training_data\fyl_frame84.npy,fyl,training_data
./data\training_data\fyl_frame85.npy,fyl,training_data
./data\training_data\fyl_frame86.npy,fyl,training_data
./data\training_data\fyl_frame87.npy,fyl,training_data
./data\training_data\fyl_frame88.npy,fyl,training_data
./data\training_data\fyl_frame89.npy,fyl,training_data
./data\training_data\fyl_frame90.npy,fyl,training_data
./data\training_data\fyl_frame91.npy,fyl,training_data
./data\training_data\fyl_frame92.npy,fyl,training_data
./data\training_data\fyl_frame93.npy,fyl,training_data
./data\training_data\fyl_frame94.npy,fyl,training_data
./data\training_data\fyl_frame95.npy,fyl,training_data
./data\training_data\fyl_frame96.npy,fyl,training_data
./data\training_data\fyl_frame97.npy,fyl,training_data
./data\training_data\fyl_frame98.npy,fyl,training_data
./data\training_data\fyl_frame99.npy,fyl,training_data
./data\training_data\fyl_frame100.npy,fyl,training_data
./data\training_data\fyl_frame101.npy,fyl,training_data
./data\training_data\fyl_frame102.npy,fyl,training_data
./data\training_data\fyl_frame103.npy,fyl,training_data
./data\training_data\fyl_frame104.npy,fyl,training_data
./data\training_data\fyl_frame105.npy,fyl,training_data
./data\training_data\fyl_frame106.npy,fyl,training_data
./data\training_data\fyl_frame107.npy,fyl,training_data
./data\training_data\fyl_frame108.npy,fyl,training_data
./data\training_data\fyl_frame109.npy,fyl,training_data
./data\training_data\fyl_frame110.npy,fyl,training_data
./data\training_data\fyl_frame111.npy,fyl,training_data
./data\training_data\fyl_frame112.npy,fyl,training_data
./data\training_data\fyl_frame113.npy,fyl,training_data
./data\training_data\fyl_frame114.npy,fyl,training_data
./data\training_data\fyl_frame115.npy,fyl,training_data
./data\training_data\fyl_frame116.npy,fyl,training_data
./data\training_data\fyl_frame117.npy,fyl,training_data
./data\training_data\fyl_frame118.npy,fyl,training_data
./data\training_data\fyl_frame119.npy,fyl,training_data
./data\training_data\fyl_frame120.npy,fyl,training_data
./data\training_data\fyl_frame121.npy,fyl,training_data
./data\training_data\fyl_frame122.npy,fyl,training_data
./data\training_data\fyl_frame123.npy,fyl,training_data
./data\training_data\fyl_frame124.npy,fyl,training_data
./data\training_data\fyl_frame125.npy,fyl,training_data
./data\training_data\fyl_frame126.npy,fyl,training_data
./data\training_data\fyl_frame127.npy,fyl,training_data
./data\training_data\fyl_frame128.npy,fyl,training_data
./data\training_data\fyl_frame129.npy,fyl,training_data
./data\training_data\fyl_frame130.npy,fyl,training_data
./data\training_data\fyl_frame131.npy,fyl,training_data
./data\training_data\fyl_frame132.npy,fyl,training_data
./data\training_data\fyl_frame133.npy,fyl,training_data
./data\training_data\fyl_frame134.npy,fyl,training_data
./data\training_data\fyl_frame135.npy,fyl,training_data
./data\training_data\fyl_frame136.npy,fyl,training_data
./data\training_data\fyl_frame137.npy,fyl,training_data
./data\training_data\fyl_frame138.npy,fyl,training_data
./data\training_data\fyl_frame139.npy,fyl,training_data
./data\training_data\fyl_frame140.npy,fyl,training_data
./data\training_data\fyl_frame141.npy,fyl,training_data
./data\training_data\fyl_frame142.npy,fyl,training_data
./data\training_data\fyl_frame143.npy,fyl,training_data
./data\training_data\fyl_frame144.npy,fyl,training_data
./data\training_data\fyl_frame145.npy,fyl,training_data
./data\training_data\fyl_frame146.npy,fyl,training_data
./data\training_data\fyl_frame147.npy,fyl,training_data
./data\training_data\fyl_frame148.npy,fyl,training_data
./data\training_data\fyl_frame149.npy,fyl,training_data
./data\training_data\fyl_frame150.npy,fyl,training_data
./data\training_data\fyl_frame151.npy,fyl,training_data
./data\training_data\fyl_frame152.npy,fyl,training_data
./data\training_data\fyl_frame153.npy,fyl,training_data
./data\training_data\fyl_frame154.npy,fyl,training_data
./data\training_data\fyl_frame155.npy,fyl,training_data
./data\training_data\fyl_frame156.npy,fyl,training_data
./data\training_data\fyl_frame157.npy,fyl,training_data
./data\training_data\fyl_frame158.npy,fyl,training_data
./data\training_data\fyl_frame159.npy,fyl,training_data
./data\training_data\fyl_frame160.npy,fyl,training_data
./data\training_data\fyl_frame161.npy,fyl,training_data
./data\training_data\fyl_frame162.npy,fyl,training_data
./data\training_data\fyl_frame163.npy,fyl,training_data
./data\training_data\fyl_frame164.npy,fyl,training_data
./data\training_data\fyl_frame165.npy,fyl,training_data
./data\training_data\fyl_frame166.npy,fyl,training_data
./data\training_data\fyl_frame167.npy,fyl,training_data
./data\training_data\fyl_frame168.npy,fyl,training_data
./data\training_data\fyl_frame169.npy,fyl,training_data
./data\training_data\fyl_frame170.npy,fyl,training_data
./data\training_data\fyl_frame171.npy,fyl,training_data
./data\training_data\fyl_frame172.npy,fyl,training_data
./data\training_data\fyl_frame173.npy,fyl,training_data
./data\training_data\fyl_frame174.npy,fyl,training_data
./data\training_data\fyl_frame175.npy,fyl,training_data
./data\training_data\fyl_frame176.npy,fyl,training_data
./data\training_data\fyl_frame177.npy,fyl,training_data
./data\training_data\fyl_frame178.npy,fyl,training_data
./data\training_data\fyl_frame179.npy,fyl,training_data
./data\training_data\fyl_frame180.npy,fyl,training_data
./data\training_data\fyl_frame181.npy,fyl,training_data
./data\training_data\fyl_frame182.npy,fyl,training_data
./data\training_data\fyl_frame183.npy,fyl,training_data
./data\training_data\fyl_frame184.npy,fyl,training_data
./data\training_data\fyl_frame185.npy,fyl,training_data
./data\training_data\fyl_frame186.npy,fyl,training_data
./data\training_data\fyl_frame187.npy,fyl,training_data
./data\training_data\fyl_frame188.npy,fyl,training_data
./data\training_data\fyl_frame189.npy,fyl,training_data
./data\training_data\fyl_frame190.npy,fyl,training_data
./data\training_data\fyl_frame191.npy,fyl,training_data
./data\training_data\fyl_frame192.npy,fyl,training_data
./data\training_data\fyl_frame193.npy,fyl,training_data
./data\training_data\fyl_frame194.npy,fyl,training_data
./data\training_data\fyl_frame195.npy,fyl,training_data
./data\training_data\fyl_frame196.npy,fyl,training_data
./data\training_data\fyl_frame197.npy,fyl,training_data
./data\training_data\fyl_frame198.npy,fyl,training_data
./data\training_data\fyl_frame199.npy,fyl,training_data
./data\training_data\fyl_frame200.npy,fyl,training_data
./data\training_data\fyl_frame201.npy,fyl,training_data
./data\training_data\fyl_frame202.npy,fyl,training_data
./data\training_data\fyl_frame203.npy,fyl,training_data
./data\training_data\fyl_frame204.npy,fyl,training_data
./data\training_data\fyl_frame205.npy,fyl,training_data
./data\training_data\fyl_frame206.npy,fyl,training_data
./data\training_data\fyl_frame207.npy,fyl,training_data
./data\training_data\fyl_frame208.npy,fyl,training_data
./data\training_data\fyl_frame209.npy,fyl,training_data
./data\training_data\fyl_frame210.npy,fyl,training_data
./data\training_data\fyl_frame211.npy,fyl,training_data
./data\training_data\fyl_frame212.npy,fyl,training_data
./data\training_data\fyl_frame213.npy,fyl,training_data
./data\training_data\fyl_frame214.npy,fyl,training_data
./data\training_data\fyl_frame215.npy,fyl,training_data
./data\training_data\fyl_frame216.npy,fyl,training_data
./data\training_data\fyl_frame217.npy,fyl,training_data
./data\training_data\fyl_frame218.npy,fyl,training_data
./data\training_data\fyl_frame219.npy,fyl,training_data
./data\training_data\fyl_frame220.npy,fyl,training_data
./data\training_data\fyl_frame221.npy,fyl,training_data
./data\training_data\fyl_frame222.npy,fyl,training_data
./data\training_data\fyl_frame223.npy,fyl,training_data
./data\training_data\fyl_frame224.npy,fyl,training_data
./data\training_data\fyl_frame225.npy,fyl,training_data
./data\training_data\fyl_frame226.npy,fyl,training_data
./data\training_data\fyl_frame227.npy,fyl,training_data
./data\training_data\fyl_frame228.npy,fyl,training_data
./data\training_data\fyl_frame229.npy,fyl,training_data
./data\training_data\fyl_frame230.npy,fyl,training_data
./data\training_data\fyl_frame231.npy,fyl,training_data
./data\training_data\fyl_frame232.npy,fyl,training_data
./data\training_data\fyl_frame233.npy,fyl,training_data
./data\training_data\fyl_frame234.npy,fyl,training_data
./data\training_data\fyl_frame235.npy,fyl,training_data
./data\training_data\fyl_frame236.npy,fyl,training_data
./data\training_data\fyl_frame237.npy,fyl,training_data
./data\training_data\fyl_frame238.npy,fyl,training_data
./data\training_data\fyl_frame239.npy,fyl,training_data
./data\training_data\fyl_frame240.npy,fyl,training_data
./data\training_data\fyl_frame241.npy,fyl,training_data
./data\training_data\fyl_frame242.npy,fyl,training_data
./data\training_data\fyl_frame243.npy,fyl,training_data
./data\training_data\fyl_frame244.npy,fyl,training_data
./data\training_data\fyl_frame245.npy,fyl,training_data
./data\training_data\fyl_frame246.npy,fyl,training_data
./data\training_data\fyl_frame247.npy,fyl,training_data
./data\training_data\fyl_frame248.npy,fyl,training_data
./data\training_data\fyl_frame249.npy,fyl,training_data
./data\training_data\fyl_frame250.npy,fyl,training_data
./data\training_data\fyl_frame251.npy,fyl,training_data
./data\training_data\fyl_frame252.npy,fyl,training_data
./data\training_data\fyl_frame253.npy,fyl,training_data
./data\training_data\fyl_frame254.npy,fyl,training_data
./data\training_data\fyl_frame255.npy,fyl,training_data
./data\training_data\fyl_frame256.npy,fyl,training_data
./data\training_data\fyl_frame257.npy,fyl,training_data
./data\training_data\fyl_frame258.npy,fyl,training_data
./data\training_data\fyl_frame259.npy,fyl,training_data
./data\training_data\fyl_frame260.npy,fyl,training_data
